Company Name,Industry,Contact Name,Email Address,Phone Number,Website URL,Address,Date Added,Date Contacted,Contacted,Notes,My Offering
Stillwell Team Inc,Construction,,,(718) 797-1991,N/A,"54 Richards St Brooklyn, NY 11231",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/stillwell-team-inc-524863084,"$1,500 setup $20 per month (blog, landing & contact form)"
Ibk Construction Group,Construction,,,(718) 418-0040,N/A,"1285 Flushing Ave Brooklyn, NY 11237",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/ibk-construction-group-5344948,"$1,500 setup $20 per month (blog, landing & contact form)"
"MyAngeles Contractor Corp""",Construction,,,(646) 234-0538,https://remodelerinbrooklynny.com,"Brooklyn, NY 11220",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/myangeles-contractor-corp-506350352,"$1,500 setup $20 per month (blog, landing & contact form)"
Luis Contracting NYC,Construction,,,(347) 779-4994,N/A,"Brooklyn, NY 11237",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/luis-contracting-nyc-535517638,"$1,500 setup $20 per month (blog, landing & contact form)"
Star Shine Construction,Construction,,,(917) 969-7601,http://www.starshineconstruction.power360.info,"343 E 31st St Brooklyn, NY 11226",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/star-shine-construction-497010728,"$1,500 setup $20 per month (blog, landing & contact form)"
3 Brothers Construction Co. Inc.,Construction,,,(718) 756-2997,http://3gen.com,"330 Lefferts Ave Brooklyn, NY 11225",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/3-brothers-construction-co-inc-6193125,"$1,500 setup $20 per month (blog, landing & contact form)"
Gunning Construction,Construction,,,(718) 629-4500,N/A,"4409 Avenue D Brooklyn, NY 11203",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/gunning-construction-459628623,"$1,500 setup $20 per month (blog, landing & contact form)"
Madina Contracting Home,Construction,,,(718) 972-7029,N/A,"618 Ocean Pkwy Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/madina-contracting-home-28810029,"$1,500 setup $20 per month (blog, landing & contact form)"
Blue Sky Construction Company,Construction,,,(917) 426-5726,N/A,"1050 E 15th St Apt 3 Brooklyn, NY 11230",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/blue-sky-construction-company-481556455,"$1,500 setup $20 per month (blog, landing & contact form)"
Nabil Construction Co. LLC,Construction,,,(917) 892-8844,http://www.nabilconstructionco.com,"564 E 2nd St Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/nabil-construction-co-llc-534287630,"$1,500 setup $20 per month (blog, landing & contact form)"
Saldona Inc,Construction,,,(718) 251-0657,N/A,"786 E 94th St Brooklyn, NY 11236",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/saldona-inc-1790757,"$1,500 setup $20 per month (blog, landing & contact form)"
King Mose Construction,Construction,,,(718) 594-7903,N/A,"470 Willoughby Ave Apt 1f Brooklyn, NY 11206",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/king-mose-construction-548519908,"$1,500 setup $20 per month (blog, landing & contact form)"
ACME Construction Corp,Construction,,,(347) 681-2190,https://www.houzz.com/pro/acmecontractingcorp/acme-contracting-corp,"8851 20th Ave Brooklyn, NY 11214",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/acme-construction-corp-535140907,"$1,500 setup $20 per month (blog, landing & contact form)"
T&C contracting,Construction,,,(347) 680-1321,N/A,"33 Eaton Ct Brooklyn, NY 11229",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/t-c-contracting-541086182,"$1,500 setup $20 per month (blog, landing & contact form)"
Amy Construction,Construction,,,(718) 781-4800,N/A,"2107 Beverley Rd Brooklyn, NY 11226",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/amy-construction-12587881,"$1,500 setup $20 per month (blog, landing & contact form)"
Pride Construction,Construction,,,(347) 295-3945,https://pride-institute.com,"570 E 31st St Brooklyn, NY 11210",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/pride-construction-453222356,"$1,500 setup $20 per month (blog, landing & contact form)"
I and M 2 Construction,Construction,,,(347) 240-6118,N/A,"425 Kingston Ave Brooklyn, NY 11225",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/i-and-m-2-construction-16986126,"$1,500 setup $20 per month (blog, landing & contact form)"
A & S Construction & Restoration,Construction,,,(646) 852-7510,N/A,"719 Coney Island Ave Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/a-s-construction-restoration-497644453,"$1,500 setup $20 per month (blog, landing & contact form)"
Multi Construction Co,Construction,,,(917) 406-1546,https://multiconstructionco.com,"906 E 39th St Brooklyn, NY 11210",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/multi-construction-co-576105922,"$1,500 setup $20 per month (blog, landing & contact form)"
AEI Contracting Services Inc,Construction,,,(917) 957-0703,N/A,"406 E 8th St Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/aei-contracting-services-inc-516932679,"$1,500 setup $20 per month (blog, landing & contact form)"
